precinct,year,race,party,candidate,votes,VTDST20
Mt Joy 2,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,412,000385
Mt Joy 2,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,913,000385
Mt Joy 2,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1057,000385
Mt Pleasant 1,2024,Presidential Electors,DEM,HARRIS and WALZ,477,000390
Mt Pleasant 1,2024,Presidential Electors,REP,TRUMP and VANCE,1123,000390
Mt Pleasant 1,2024,Presidential Electors,LIB,OLIVER and TER MAAT,14,000390
Mt Pleasant 1,2024,Presidential Electors,GNP,STEIN and WARE,7,000390
Mt Pleasant 1,2024,United States Senator,DEM,ROBERT P CASEY JR,496,000390
Mt Pleasant 1,2024,United States Senator,REP,DAVE MCCORMICK,1068,000390
Mt Pleasant 1,2024,United States Senator,LIB,JOHN C THOMAS,29,000390
Mt Pleasant 1,2024,United States Senator,GNP,LEILA HAZOU,9,000390
Mt Pleasant 1,2024,United States Senator,CST,MARTY SELKER,6,000390
Mt Pleasant 1,2024,Attorney General,DEM,EUGENE DEPASQUALE,453,000390
Mt Pleasant 1,2024,Attorney General,REP,DAVE SUNDAY,1105,000390
Mt Pleasant 1,2024,Attorney General,LIB,ROBERT COWBURN,17,000390
Mt Pleasant 1,2024,Attorney General,GNP,RICHARD L WEISS,13,000390
Mt Pleasant 1,2024,Attorney General,CST,JUSTIN L MAGILL,9,000390
Mt Pleasant 1,2024,Attorney General,FWD,ERIC L SETTLE,4,000390
Mt Pleasant 1,2024,Auditor General,DEM,MALCOLM KENYATTA,430,000390
Mt Pleasant 1,2024,Auditor General,REP,TIM DEFOOR,1114,000390
Mt Pleasant 1,2024,Auditor General,LIB,REECE SMITH,22,000390
Mt Pleasant 1,2024,Auditor General,ASP,ERIC K ANTON,3,000390
Mt Pleasant 1,2024,Auditor General,CST,BOB GOODRICH,18,000390
Mt Pleasant 1,2024,State Treasurer,DEM,ERIN MCCLELLAND,418,000390
Mt Pleasant 1,2024,State Treasurer,REP,STACY GARRITY,1130,000390
Mt Pleasant 1,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,22,000390
Mt Pleasant 1,2024,State Treasurer,CST,TROY BOWMAN,11,000390
Mt Pleasant 1,2024,State Treasurer,FWD,CHRIS FOSTER,3,000390
Mt Pleasant 1,2024,Representative in Congress,DEM,BETH FARNHAM,453,000390
Mt Pleasant 1,2024,Representative in Congress,REP,JOHN JOYCE,1150,000390
Mt Pleasant 1,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,486,000390
Mt Pleasant 1,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1106,000390
Mt Pleasant 1,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1324,000390
Mt Pleasant 2,2024,Presidential Electors,DEM,HARRIS and WALZ,231,000400
Mt Pleasant 2,2024,Presidential Electors,REP,TRUMP and VANCE,724,000400
Mt Pleasant 2,2024,Presidential Electors,LIB,OLIVER and TER MAAT,8,000400
Mt Pleasant 2,2024,Presidential Electors,GNP,STEIN and WARE,3,000400
Mt Pleasant 2,2024,United States Senator,DEM,ROBERT P CASEY JR,261,000400
Mt Pleasant 2,2024,United States Senator,REP,DAVE MCCORMICK,670,000400
Mt Pleasant 2,2024,United States Senator,LIB,JOHN C THOMAS,21,000400
Mt Pleasant 2,2024,United States Senator,GNP,LEILA HAZOU,8,000400
Mt Pleasant 2,2024,United States Senator,CST,MARTY SELKER,2,000400
Mt Pleasant 2,2024,Attorney General,DEM,EUGENE DEPASQUALE,232,000400
Mt Pleasant 2,2024,Attorney General,REP,DAVE SUNDAY,703,000400
Mt Pleasant 2,2024,Attorney General,LIB,ROBERT COWBURN,17,000400
Mt Pleasant 2,2024,Attorney General,GNP,RICHARD L WEISS,4,000400
Mt Pleasant 2,2024,Attorney General,CST,JUSTIN L MAGILL,4,000400
Mt Pleasant 2,2024,Attorney General,FWD,ERIC L SETTLE,0,000400
Mt Pleasant 2,2024,Auditor General,DEM,MALCOLM KENYATTA,222,000400
Mt Pleasant 2,2024,Auditor General,REP,TIM DEFOOR,699,000400
Mt Pleasant 2,2024,Auditor General,LIB,REECE SMITH,25,000400
Mt Pleasant 2,2024,Auditor General,ASP,ERIC K ANTON,5,000400
Mt Pleasant 2,2024,Auditor General,CST,BOB GOODRICH,8,000400
Mt Pleasant 2,2024,State Treasurer,DEM,ERIN MCCLELLAND,203,000400
Mt Pleasant 2,2024,State Treasurer,REP,STACY GARRITY,726,000400
Mt Pleasant 2,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,14,000400
Mt Pleasant 2,2024,State Treasurer,CST,TROY BOWMAN,9,000400
Mt Pleasant 2,2024,State Treasurer,FWD,CHRIS FOSTER,3,000400
Mt Pleasant 2,2024,Representative in Congress,DEM,BETH FARNHAM,237,000400
Mt Pleasant 2,2024,Representative in Congress,REP,JOHN JOYCE,723,000400
Mt Pleasant 2,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,248,000400
Mt Pleasant 2,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,709,000400
Mt Pleasant 2,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,843,000400
New Oxford,2024,Presidential Electors,DEM,HARRIS and WALZ,308,000410
New Oxford,2024,Presidential Electors,REP,TRUMP and VANCE,507,000410
New Oxford,2024,Presidential Electors,LIB,OLIVER and TER MAAT,4,000410
New Oxford,2024,Presidential Electors,GNP,STEIN and WARE,5,000410
New Oxford,2024,United States Senator,DEM,ROBERT P CASEY JR,317,000410
New Oxford,2024,United States Senator,REP,DAVE MCCORMICK,467,000410
New Oxford,2024,United States Senator,LIB,JOHN C THOMAS,13,000410
New Oxford,2024,United States Senator,GNP,LEILA HAZOU,12,000410
New Oxford,2024,United States Senator,CST,MARTY SELKER,9,000410
New Oxford,2024,Attorney General,DEM,EUGENE DEPASQUALE,295,000410
New Oxford,2024,Attorney General,REP,DAVE SUNDAY,488,000410
New Oxford,2024,Attorney General,LIB,ROBERT COWBURN,13,000410
New Oxford,2024,Attorney General,GNP,RICHARD L WEISS,7,000410
New Oxford,2024,Attorney General,CST,JUSTIN L MAGILL,6,000410
New Oxford,2024,Attorney General,FWD,ERIC L SETTLE,7,000410
New Oxford,2024,Auditor General,DEM,MALCOLM KENYATTA,283,000410
New Oxford,2024,Auditor General,REP,TIM DEFOOR,486,000410
New Oxford,2024,Auditor General,LIB,REECE SMITH,23,000410
New Oxford,2024,Auditor General,ASP,ERIC K ANTON,7,000410
New Oxford,2024,Auditor General,CST,BOB GOODRICH,13,000410
New Oxford,2024,State Treasurer,DEM,ERIN MCCLELLAND,278,000410
New Oxford,2024,State Treasurer,REP,STACY GARRITY,502,000410
New Oxford,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,15,000410
New Oxford,2024,State Treasurer,CST,TROY BOWMAN,10,000410
New Oxford,2024,State Treasurer,FWD,CHRIS FOSTER,6,000410
New Oxford,2024,Representative in Congress,DEM,BETH FARNHAM,309,000410
New Oxford,2024,Representative in Congress,REP,JOHN JOYCE,505,000410
New Oxford,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,315,000410
New Oxford,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,497,000410
New Oxford,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,656,000410
Oxford 1,2024,Presidential Electors,DEM,HARRIS and WALZ,576,000425
Oxford 1,2024,Presidential Electors,REP,TRUMP and VANCE,1239,000425
Oxford 1,2024,Presidential Electors,LIB,OLIVER and TER MAAT,2,000425
Oxford 1,2024,Presidential Electors,GNP,STEIN and WARE,6,000425
Oxford 1,2024,United States Senator,DEM,ROBERT P CASEY JR,573,000425
Oxford 1,2024,United States Senator,REP,DAVE MCCORMICK,1163,000425
Oxford 1,2024,United States Senator,LIB,JOHN C THOMAS,28,000425
Oxford 1,2024,United States Senator,GNP,LEILA HAZOU,24,000425
Oxford 1,2024,United States Senator,CST,MARTY SELKER,7,000425
Oxford 1,2024,Attorney General,DEM,EUGENE DEPASQUALE,524,000425
Oxford 1,2024,Attorney General,REP,DAVE SUNDAY,1208,000425
Oxford 1,2024,Attorney General,LIB,ROBERT COWBURN,23,000425
Oxford 1,2024,Attorney General,GNP,RICHARD L WEISS,15,000425
Oxford 1,2024,Attorney General,CST,JUSTIN L MAGILL,7,000425
Oxford 1,2024,Attorney General,FWD,ERIC L SETTLE,3,000425
Oxford 1,2024,Auditor General,DEM,MALCOLM KENYATTA,520,000425
Oxford 1,2024,Auditor General,REP,TIM DEFOOR,1203,000425
Oxford 1,2024,Auditor General,LIB,REECE SMITH,38,000425
Oxford 1,2024,Auditor General,ASP,ERIC K ANTON,4,000425
Oxford 1,2024,Auditor General,CST,BOB GOODRICH,9,000425
Oxford 1,2024,State Treasurer,DEM,ERIN MCCLELLAND,508,000425
Oxford 1,2024,State Treasurer,REP,STACY GARRITY,1222,000425
Oxford 1,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,19,000425
Oxford 1,2024,State Treasurer,CST,TROY BOWMAN,9,000425
Oxford 1,2024,State Treasurer,FWD,CHRIS FOSTER,0,000425
Oxford 1,2024,Representative in Congress,DEM,BETH FARNHAM,552,000425
Oxford 1,2024,Representative in Congress,REP,JOHN JOYCE,1235,000425
Oxford 1,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,570,000425
Oxford 1,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1208,000425
Oxford 1,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,1478,000425
Oxford 2,2024,Presidential Electors,DEM,HARRIS and WALZ,648,000427
Oxford 2,2024,Presidential Electors,REP,TRUMP and VANCE,1055,000427
Oxford 2,2024,Presidential Electors,LIB,OLIVER and TER MAAT,7,000427
Oxford 2,2024,Presidential Electors,GNP,STEIN and WARE,13,000427
Oxford 2,2024,United States Senator,DEM,ROBERT P CASEY JR,630,000427
Oxford 2,2024,United States Senator,REP,DAVE MCCORMICK,1055,000427
Oxford 2,2024,United States Senator,LIB,JOHN C THOMAS,13,000427
Oxford 2,2024,United States Senator,GNP,LEILA HAZOU,20,000427
Oxford 2,2024,United States Senator,CST,MARTY SELKER,5,000427
Oxford 2,2024,Attorney General,DEM,EUGENE DEPASQUALE,564,000427
Oxford 2,2024,Attorney General,REP,DAVE SUNDAY,1121,000427
Oxford 2,2024,Attorney General,LIB,ROBERT COWBURN,11,000427
Oxford 2,2024,Attorney General,GNP,RICHARD L WEISS,16,000427
Oxford 2,2024,Attorney General,CST,JUSTIN L MAGILL,7,000427
Oxford 2,2024,Attorney General,FWD,ERIC L SETTLE,3,000427
Oxford 2,2024,Auditor General,DEM,MALCOLM KENYATTA,570,000427
Oxford 2,2024,Auditor General,REP,TIM DEFOOR,1101,000427
Oxford 2,2024,Auditor General,LIB,REECE SMITH,17,000427
Oxford 2,2024,Auditor General,ASP,ERIC K ANTON,5,000427
Oxford 2,2024,Auditor General,CST,BOB GOODRICH,16,000427
Oxford 2,2024,State Treasurer,DEM,ERIN MCCLELLAND,526,000427
Oxford 2,2024,State Treasurer,REP,STACY GARRITY,1134,000427
Oxford 2,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,15,000427
Oxford 2,2024,State Treasurer,CST,TROY BOWMAN,18,000427
Oxford 2,2024,State Treasurer,FWD,CHRIS FOSTER,5,000427
Oxford 2,2024,Representative in Congress,DEM,BETH FARNHAM,582,000427
Oxford 2,2024,Representative in Congress,REP,JOHN JOYCE,1142,000427
Oxford 2,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,635,000427
Oxford 2,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1073,000427
Oxford 2,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,1426,000427
Reading 1,2024,Presidential Electors,DEM,HARRIS and WALZ,253,000432
Reading 1,2024,Presidential Electors,REP,TRUMP and VANCE,827,000432
Reading 1,2024,Presidential Electors,LIB,OLIVER and TER MAAT,12,000432
Reading 1,2024,Presidential Electors,GNP,STEIN and WARE,2,000432
Reading 1,2024,United States Senator,DEM,ROBERT P CASEY JR,267,000432
Reading 1,2024,United States Senator,REP,DAVE MCCORMICK,782,000432
Reading 1,2024,United States Senator,LIB,JOHN C THOMAS,29,000432
Reading 1,2024,United States Senator,GNP,LEILA HAZOU,5,000432
Reading 1,2024,United States Senator,CST,MARTY SELKER,2,000432
Reading 1,2024,Attorney General,DEM,EUGENE DEPASQUALE,241,000432
Reading 1,2024,Attorney General,REP,DAVE SUNDAY,808,000432
Reading 1,2024,Attorney General,LIB,ROBERT COWBURN,18,000432
Reading 1,2024,Attorney General,GNP,RICHARD L WEISS,4,000432
Reading 1,2024,Attorney General,CST,JUSTIN L MAGILL,3,000432
Reading 1,2024,Attorney General,FWD,ERIC L SETTLE,1,000432
Reading 1,2024,Auditor General,DEM,MALCOLM KENYATTA,213,000432
Reading 1,2024,Auditor General,REP,TIM DEFOOR,818,000432
Reading 1,2024,Auditor General,LIB,REECE SMITH,26,000432
Reading 1,2024,Auditor General,ASP,ERIC K ANTON,4,000432
Reading 1,2024,Auditor General,CST,BOB GOODRICH,7,000432
Reading 1,2024,State Treasurer,DEM,ERIN MCCLELLAND,214,000432
Reading 1,2024,State Treasurer,REP,STACY GARRITY,829,000432
Reading 1,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,20,000432
Reading 1,2024,State Treasurer,CST,TROY BOWMAN,8,000432
Reading 1,2024,State Treasurer,FWD,CHRIS FOSTER,1,000432
Reading 1,2024,Representative in Congress,DEM,BETH FARNHAM,241,000432
Reading 1,2024,Representative in Congress,REP,JOHN JOYCE,835,000432
Reading 1,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,258,000432
Reading 1,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,811,000432
Reading 1,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,921,000432
Reading 2,2024,Presidential Electors,DEM,HARRIS and WALZ,316,000434
Reading 2,2024,Presidential Electors,REP,TRUMP and VANCE,828,000434
Reading 2,2024,Presidential Electors,LIB,OLIVER and TER MAAT,3,000434
Reading 2,2024,Presidential Electors,GNP,STEIN and WARE,1,000434
Reading 2,2024,United States Senator,DEM,ROBERT P CASEY JR,329,000434
Reading 2,2024,United States Senator,REP,DAVE MCCORMICK,777,000434
Reading 2,2024,United States Senator,LIB,JOHN C THOMAS,19,000434
Reading 2,2024,United States Senator,GNP,LEILA HAZOU,10,000434
Reading 2,2024,United States Senator,CST,MARTY SELKER,6,000434
Reading 2,2024,Attorney General,DEM,EUGENE DEPASQUALE,300,000434
Reading 2,2024,Attorney General,REP,DAVE SUNDAY,809,000434
Reading 2,2024,Attorney General,LIB,ROBERT COWBURN,14,000434
Reading 2,2024,Attorney General,GNP,RICHARD L WEISS,7,000434
Reading 2,2024,Attorney General,CST,JUSTIN L MAGILL,5,000434
Reading 2,2024,Attorney General,FWD,ERIC L SETTLE,6,000434
Reading 2,2024,Auditor General,DEM,MALCOLM KENYATTA,278,000434
Reading 2,2024,Auditor General,REP,TIM DEFOOR,814,000434
Reading 2,2024,Auditor General,LIB,REECE SMITH,19,000434
Reading 2,2024,Auditor General,ASP,ERIC K ANTON,7,000434
Reading 2,2024,Auditor General,CST,BOB GOODRICH,12,000434
Reading 2,2024,State Treasurer,DEM,ERIN MCCLELLAND,264,000434
Reading 2,2024,State Treasurer,REP,STACY GARRITY,834,000434
Reading 2,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,14,000434
Reading 2,2024,State Treasurer,CST,TROY BOWMAN,10,000434
Reading 2,2024,State Treasurer,FWD,CHRIS FOSTER,3,000434
Reading 2,2024,Representative in Congress,DEM,BETH FARNHAM,290,000434
Reading 2,2024,Representative in Congress,REP,JOHN JOYCE,843,000434
Reading 2,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,320,000434
Reading 2,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,802,000434
Reading 2,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,992,000434
Reading 3,2024,Presidential Electors,DEM,HARRIS and WALZ,410,000436
Reading 3,2024,Presidential Electors,REP,TRUMP and VANCE,861,000436
Reading 3,2024,Presidential Electors,LIB,OLIVER and TER MAAT,7,000436
Reading 3,2024,Presidential Electors,GNP,STEIN and WARE,4,000436
Reading 3,2024,United States Senator,DEM,ROBERT P CASEY JR,419,000436
Reading 3,2024,United States Senator,REP,DAVE MCCORMICK,836,000436
Reading 3,2024,United States Senator,LIB,JOHN C THOMAS,19,000436
Reading 3,2024,United States Senator,GNP,LEILA HAZOU,5,000436
Reading 3,2024,United States Senator,CST,MARTY SELKER,2,000436
Reading 3,2024,Attorney General,DEM,EUGENE DEPASQUALE,385,000436
Reading 3,2024,Attorney General,REP,DAVE SUNDAY,848,000436
Reading 3,2024,Attorney General,LIB,ROBERT COWBURN,29,000436
Reading 3,2024,Attorney General,GNP,RICHARD L WEISS,7,000436
Reading 3,2024,Attorney General,CST,JUSTIN L MAGILL,5,000436
Reading 3,2024,Attorney General,FWD,ERIC L SETTLE,1,000436
Reading 3,2024,Auditor General,DEM,MALCOLM KENYATTA,367,000436
Reading 3,2024,Auditor General,REP,TIM DEFOOR,845,000436
Reading 3,2024,Auditor General,LIB,REECE SMITH,43,000436
Reading 3,2024,Auditor General,ASP,ERIC K ANTON,2,000436
Reading 3,2024,Auditor General,CST,BOB GOODRICH,7,000436
Reading 3,2024,State Treasurer,DEM,ERIN MCCLELLAND,347,000436
Reading 3,2024,State Treasurer,REP,STACY GARRITY,873,000436
Reading 3,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,30,000436
Reading 3,2024,State Treasurer,CST,TROY BOWMAN,6,000436
Reading 3,2024,State Treasurer,FWD,CHRIS FOSTER,2,000436
Reading 3,2024,Representative in Congress,DEM,BETH FARNHAM,398,000436
Reading 3,2024,Representative in Congress,REP,JOHN JOYCE,872,000436
Reading 3,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,417,000436
Reading 3,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,853,000436
Reading 3,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,1044,000436
Straban 1,2024,Presidential Electors,DEM,HARRIS and WALZ,644,000440
Straban 1,2024,Presidential Electors,REP,TRUMP and VANCE,778,000440
Straban 1,2024,Presidential Electors,LIB,OLIVER and TER MAAT,9,000440
Straban 1,2024,Presidential Electors,GNP,STEIN and WARE,6,000440
Straban 1,2024,United States Senator,DEM,ROBERT P CASEY JR,625,000440
Straban 1,2024,United States Senator,REP,DAVE MCCORMICK,754,000440
Straban 1,2024,United States Senator,LIB,JOHN C THOMAS,19,000440
Straban 1,2024,United States Senator,GNP,LEILA HAZOU,14,000440
Straban 1,2024,United States Senator,CST,MARTY SELKER,8,000440
Straban 1,2024,Attorney General,DEM,EUGENE DEPASQUALE,580,000440
Straban 1,2024,Attorney General,REP,DAVE SUNDAY,781,000440
Straban 1,2024,Attorney General,LIB,ROBERT COWBURN,18,000440
Straban 1,2024,Attorney General,GNP,RICHARD L WEISS,13,000440
Straban 1,2024,Attorney General,CST,JUSTIN L MAGILL,9,000440
Straban 1,2024,Attorney General,FWD,ERIC L SETTLE,5,000440
Straban 1,2024,Auditor General,DEM,MALCOLM KENYATTA,550,000440
Straban 1,2024,Auditor General,REP,TIM DEFOOR,791,000440
Straban 1,2024,Auditor General,LIB,REECE SMITH,31,000440
Straban 1,2024,Auditor General,ASP,ERIC K ANTON,4,000440
Straban 1,2024,Auditor General,CST,BOB GOODRICH,14,000440
Straban 1,2024,State Treasurer,DEM,ERIN MCCLELLAND,526,000440
Straban 1,2024,State Treasurer,REP,STACY GARRITY,822,000440
Straban 1,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,28,000440
Straban 1,2024,State Treasurer,CST,TROY BOWMAN,7,000440
Straban 1,2024,State Treasurer,FWD,CHRIS FOSTER,8,000440
Straban 1,2024,Representative in Congress,DEM,BETH FARNHAM,587,000440
Straban 1,2024,Representative in Congress,REP,JOHN JOYCE,824,000440
Straban 1,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,632,000440
Straban 1,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,769,000440
Straban 1,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1004,000440
Straban 2,2024,Presidential Electors,DEM,HARRIS and WALZ,736,000450
Straban 2,2024,Presidential Electors,REP,TRUMP and VANCE,1186,000450
Straban 2,2024,Presidential Electors,LIB,OLIVER and TER MAAT,10,000450
Straban 2,2024,Presidential Electors,GNP,STEIN and WARE,8,000450
Straban 2,2024,United States Senator,DEM,ROBERT P CASEY JR,746,000450
Straban 2,2024,United States Senator,REP,DAVE MCCORMICK,1142,000450
Straban 2,2024,United States Senator,LIB,JOHN C THOMAS,21,000450
Straban 2,2024,United States Senator,GNP,LEILA HAZOU,10,000450
Straban 2,2024,United States Senator,CST,MARTY SELKER,10,000450
Straban 2,2024,Attorney General,DEM,EUGENE DEPASQUALE,690,000450
Straban 2,2024,Attorney General,REP,DAVE SUNDAY,1186,000450
Straban 2,2024,Attorney General,LIB,ROBERT COWBURN,18,000450
Straban 2,2024,Attorney General,GNP,RICHARD L WEISS,9,000450
Straban 2,2024,Attorney General,CST,JUSTIN L MAGILL,11,000450
Straban 2,2024,Attorney General,FWD,ERIC L SETTLE,4,000450
Straban 2,2024,Auditor General,DEM,MALCOLM KENYATTA,642,000450
Straban 2,2024,Auditor General,REP,TIM DEFOOR,1207,000450
Straban 2,2024,Auditor General,LIB,REECE SMITH,32,000450
Straban 2,2024,Auditor General,CST,BOB GOODRICH,19,000450
Straban 2,2024,State Treasurer,DEM,ERIN MCCLELLAND,647,000450
Straban 2,2024,State Treasurer,REP,STACY GARRITY,1208,000450
Straban 2,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,22,000450
Straban 2,2024,State Treasurer,CST,TROY BOWMAN,8,000450
Straban 2,2024,State Treasurer,FWD,CHRIS FOSTER,6,000450
Straban 2,2024,Representative in Congress,DEM,BETH FARNHAM,701,000450
Straban 2,2024,Representative in Congress,REP,JOHN JOYCE,1204,000450
Straban 2,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,725,000450
Straban 2,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1173,000450
Straban 2,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1436,000450
Tyrone,2024,Presidential Electors,DEM,HARRIS and WALZ,285,000460
Tyrone,2024,Presidential Electors,REP,TRUMP and VANCE,861,000460
Tyrone,2024,Presidential Electors,LIB,OLIVER and TER MAAT,10,000460
Tyrone,2024,Presidential Electors,GNP,STEIN and WARE,3,000460
Tyrone,2024,United States Senator,DEM,ROBERT P CASEY JR,293,000460
Tyrone,2024,United States Senator,REP,DAVE MCCORMICK,816,000460
Tyrone,2024,United States Senator,LIB,JOHN C THOMAS,25,000460
Tyrone,2024,United States Senator,GNP,LEILA HAZOU,10,000460
Tyrone,2024,United States Senator,CST,MARTY SELKER,7,000460
Tyrone,2024,Attorney General,DEM,EUGENE DEPASQUALE,282,000460
Tyrone,2024,Attorney General,REP,DAVE SUNDAY,830,000460
Tyrone,2024,Attorney General,LIB,ROBERT COWBURN,23,000460
Tyrone,2024,Attorney General,GNP,RICHARD L WEISS,5,000460
Tyrone,2024,Attorney General,CST,JUSTIN L MAGILL,3,000460
Tyrone,2024,Attorney General,FWD,ERIC L SETTLE,4,000460
Tyrone,2024,Auditor General,DEM,MALCOLM KENYATTA,255,000460
Tyrone,2024,Auditor General,REP,TIM DEFOOR,830,000460
Tyrone,2024,Auditor General,LIB,REECE SMITH,34,000460
Tyrone,2024,Auditor General,ASP,ERIC K ANTON,4,000460
Tyrone,2024,Auditor General,CST,BOB GOODRICH,14,000460
Tyrone,2024,State Treasurer,DEM,ERIN MCCLELLAND,244,000460
Tyrone,2024,State Treasurer,REP,STACY GARRITY,859,000460
Tyrone,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,23,000460
Tyrone,2024,State Treasurer,CST,TROY BOWMAN,9,000460
Tyrone,2024,State Treasurer,FWD,CHRIS FOSTER,4,000460
Tyrone,2024,Representative in Congress,DEM,BETH FARNHAM,280,000460
Tyrone,2024,Representative in Congress,REP,JOHN JOYCE,870,000460
Tyrone,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,302,000460
Tyrone,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,839,000460
Tyrone,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,979,000460
Union,2024,Presidential Electors,DEM,HARRIS and WALZ,459,000480
Union,2024,Presidential Electors,REP,TRUMP and VANCE,1460,000480
Union,2024,Presidential Electors,LIB,OLIVER and TER MAAT,10,000480
Union,2024,Presidential Electors,GNP,STEIN and WARE,5,000480
Union,2024,United States Senator,DEM,ROBERT P CASEY JR,468,000480
Union,2024,United States Senator,REP,DAVE MCCORMICK,1399,000480
Union,2024,United States Senator,LIB,JOHN C THOMAS,38,000480
Union,2024,United States Senator,GNP,LEILA HAZOU,7,000480
Union,2024,United States Senator,CST,MARTY SELKER,6,000480
Union,2024,Attorney General,DEM,EUGENE DEPASQUALE,418,000480
Union,2024,Attorney General,REP,DAVE SUNDAY,1433,000480
Union,2024,Attorney General,LIB,ROBERT COWBURN,27,000480
Union,2024,Attorney General,GNP,RICHARD L WEISS,11,000480
Union,2024,Attorney General,CST,JUSTIN L MAGILL,8,000480
Union,2024,Attorney General,FWD,ERIC L SETTLE,6,000480
Union,2024,Auditor General,DEM,MALCOLM KENYATTA,403,000480
Union,2024,Auditor General,REP,TIM DEFOOR,1420,000480
Union,2024,Auditor General,LIB,REECE SMITH,41,000480
Union,2024,Auditor General,ASP,ERIC K ANTON,1,000480
Union,2024,Auditor General,CST,BOB GOODRICH,19,000480
Union,2024,State Treasurer,DEM,ERIN MCCLELLAND,382,000480
Union,2024,State Treasurer,REP,STACY GARRITY,1439,000480
Union,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,31,000480
Union,2024,State Treasurer,CST,TROY BOWMAN,12,000480
Union,2024,State Treasurer,FWD,CHRIS FOSTER,5,000480
Union,2024,Representative in Congress,DEM,BETH FARNHAM,420,000480
Union,2024,Representative in Congress,REP,JOHN JOYCE,1482,000480
Union,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,452,000480
Union,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1438,000480
Union,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1643,000480
York Springs,2024,Presidential Electors,DEM,HARRIS and WALZ,92,000490
York Springs,2024,Presidential Electors,REP,TRUMP and VANCE,127,000490
York Springs,2024,Presidential Electors,LIB,OLIVER and TER MAAT,2,000490
York Springs,2024,United States Senator,DEM,ROBERT P CASEY JR,87,000490
York Springs,2024,United States Senator,REP,DAVE MCCORMICK,120,000490
York Springs,2024,United States Senator,LIB,JOHN C THOMAS,12,000490
York Springs,2024,United States Senator,GNP,LEILA HAZOU,1,000490
York Springs,2024,Attorney General,DEM,EUGENE DEPASQUALE,87,000490
York Springs,2024,Attorney General,REP,DAVE SUNDAY,116,000490
York Springs,2024,Attorney General,LIB,ROBERT COWBURN,8,000490
York Springs,2024,Attorney General,GNP,RICHARD L WEISS,1,000490
York Springs,2024,Attorney General,CST,JUSTIN L MAGILL,5,000490
York Springs,2024,Attorney General,FWD,ERIC L SETTLE,1,000490
York Springs,2024,Auditor General,DEM,MALCOLM KENYATTA,85,000490
York Springs,2024,Auditor General,REP,TIM DEFOOR,115,000490
York Springs,2024,Auditor General,LIB,REECE SMITH,8,000490
York Springs,2024,Auditor General,ASP,ERIC K ANTON,2,000490
York Springs,2024,Auditor General,CST,BOB GOODRICH,7,000490
York Springs,2024,State Treasurer,DEM,ERIN MCCLELLAND,85,000490
